Star_ID,RA_deg,Dec_deg,Apparent_Magnitude,Spectral_Type,Proper_Motion_RA,Proper_Motion_Dec,Radial_Velocity,Constellation,Catalog_Name,Distance_pc
HD 10074,232.26220454740195,24.121026557930037,3.4076933553527233,F,373.61852873721534,-54.174450172983825,7163.178409156681,Cassiopeia,IC 5707,216.41452693980898
HD 88504,62.771914441796916,7.197368348853985,12.5556168786441,O,495.56890049068784,316.65524320162353,16204.574748920219,Ursa Major,IC 1600,569.4457260659099
HD 52487,248.73758571688774,50.37217112720586,4.189141326816157,B,82.7144493446815,385.2388787075653,36956.7046273165,Orion,IC 7413,2036.6112015430328
HD 74042,139.22472466819346,-70.74348501114748,9.643228650880614,G,312.4738210441717,-413.2934324043598,-197511.77621627355,Cygnus,IC 1101,2703.315109279988
HD 12552,337.22279594522445,46.98502245036505,10.412258602647466,G,-173.05897566332476,38.36310210102283,-181385.8181313075,Cassiopeia,IC 733,2496.1805793013245
HD 24662,49.507539892557574,7.427984161699854,7.6898212971757935,A,-194.2560425527089,413.2296862792705,-108709.60627619718,Ursa Major,Messier 1886,2100.730314461475
HD 57576,122.78388637809306,83.33856069461905,4.5796601504509695,M,-97.29627900543983,-112.02724560211362,56097.84949311084,Orion,NGC 5621,338.8587676595297
HD 50306,40.85046764661207,-28.463010113036503,3.189665645566442,O,172.50726267364917,329.5658314283686,-173929.33443587128,Cassiopeia,Messier 1792,886.8717041885486
HD 41385,332.8897025802826,23.87194076411066,0.4978403184363933,M,182.1916892550987,-366.3043456005638,-230200.96372004325,Cygnus,Messier 2693,950.0849122350554
HD 17592,315.8421672171532,77.76505899180313,4.559196018610857,M,-184.7605653505492,435.39448966779867,282070.13185105927,Cassiopeia,Messier 3997,766.6023335550518
HD 41571,92.85898597745602,-71.54824896167773,9.797441857969245,F,-366.79007586337127,251.4233175313027,-286810.91111422627,Ursa Major,Messier 2859,1579.1650594922437
HD 84364,237.59425657230446,78.7011277025612,14.07457227672724,O,132.3962564655086,441.33439278690173,181618.44320161297,Lyra,Messier 2624,1642.1597625007196
HD 20322,294.1999920724377,33.819430014146405,13.068067233945781,G,-371.6741378112355,176.6172335525065,172821.08974501322,Lyra,IC 9173,1094.4158211824804
HD 21226,199.87229217580645,-77.78932936106906,11.49097164802954,F,78.49250822933004,-136.59606800057298,-121671.5316929424,Ursa Major,IC 7571,1084.9218773242326
HD 73699,190.67420820816233,-35.82655794957307,11.82671014879948,O,193.42212805630902,438.18117252472246,-218624.03039561195,Ursa Major,NGC 6637,2540.4185185809574
HD 19071,87.0668247241626,37.47097595615068,9.97477355213993,K,200.6114963944516,-224.43322369082154,-212622.81197674596,Orion,Messier 3023,2420.050279727657
HD 79822,33.51699641012372,-77.87689173562109,3.904302863490045,B,253.47211065959675,-167.82747793826746,118458.9703423155,Lyra,NGC 7081,943.9196338487643
HD 26483,322.99767286319764,14.790682831729185,13.607925460587447,F,372.85942156566455,200.80841800174028,85683.95465170417,Orion,IC 479,2801.7177823767524
HD 26828,324.150500578799,-27.741049748467788,10.060984678587511,M,-0.04100803521157559,265.3162995253863,169647.40455083206,Cassiopeia,Messier 3233,2921.361972494162
HD 96474,227.91652461837646,21.76479319814588,8.4066094647066,K,230.24918952957114,429.4034838491539,262488.7034394628,Ursa Major,IC 9703,1002.0047700359271
HD 72296,122.05072477753224,-81.76643391374769,1.6648420382022162,B,119.17273536583673,-295.1975909437905,115156.41795995517,Orion,IC 6371,1086.8710258225376
HD 82063,125.71544686055792,66.87662510742774,6.705833157096381,O,-313.3600602023174,297.998035219224,-206489.07806913392,Ursa Major,NGC 3520,1550.4347306399904
HD 31643,261.3440443932862,85.22801445193144,6.905374068028895,F,-474.3103551305918,238.54605339696343,-153934.4299407536,Orion,NGC 4561,2885.5109225414226
HD 44741,322.95969358292774,84.39801395142447,12.96845414284005,M,-215.45861432306623,-436.2054437464021,205316.23852386873,Cassiopeia,Messier 1026,2686.848628260702
HD 79163,319.35111273544226,44.937329713726456,8.199723302816826,A,-56.96629366238062,-112.77685878979304,-174416.35449947487,Cassiopeia,Messier 1668,314.75032127979085
HD 89507,280.7551965087446,-66.58447677648624,5.706008234556145,A,117.10594442865624,-217.23454293990142,-256486.60982731116,Cygnus,Messier 3064,1204.305516982944
HD 65461,231.1313926155436,46.48737526722405,14.65200492765989,G,349.95933050320536,-195.50957564596962,121968.03242535028,Lyra,IC 5341,1696.7826826144449
HD 37760,30.29038739821758,-85.57435503741573,1.660808899894735,K,-303.75428329383436,482.9468795547008,-58484.18670591476,Cygnus,NGC 7497,1542.7653003602109
HD 80686,58.18633707406096,-86.01776072478049,6.338226424679169,F,-374.4502101015229,142.77741347992787,252024.03152754216,Lyra,NGC 4299,594.6347196743245
HD 36365,323.47950786974855,-31.750160553082573,0.6303701275710794,K,463.47994747432756,217.67615779349956,90153.04265619692,Cassiopeia,Messier 8020,2633.1905268982878
HD 50857,218.31446147745237,-2.0442257271601676,11.098561811503956,O,-391.9554406235929,476.6176373150091,-245748.61332500353,Orion,Messier 5135,2075.611329911262
HD 62296,3.3109385819866732,48.673335205402765,13.771148282987259,M,-21.50892989281084,-122.79821754236133,268713.94035219646,Ursa Major,Messier 6368,2569.0914286854095
HD 98039,36.529755431771555,32.99316778917094,4.200559943257342,A,85.56372879330183,301.84016845280587,-144865.64181585246,Cassiopeia,Messier 6432,2633.029602158284
HD 95180,238.8606368789001,-9.737512852185304,12.875125151986813,M,41.37442090743821,-65.46903669550466,-97672.50575622855,Cassiopeia,Messier 1872,2294.549289543572
HD 58944,1.8221701846387273,-40.74720006930014,4.383273456928467,K,-413.9678429670568,369.5336718149798,-58643.751789874776,Orion,IC 5767,1346.799323604632
HD 67422,57.890898510299515,89.48241002838802,13.661552424658728,M,-442.97308599638063,-319.3424586886968,-269265.42215741205,Cassiopeia,IC 2827,1872.0664355091521
HD 77839,197.544164171971,-13.287365597524868,11.30942855395176,G,-394.51657253896434,447.6861770642796,-2090.746661637095,Cassiopeia,Messier 4874,491.94057315864546
HD 69177,249.08227116936956,-8.750335620658419,12.07360165262158,F,85.5876838726125,-281.2282915891203,-226008.90535482464,Orion,Messier 9670,2065.5086919546484
HD 25860,234.7060534209362,-60.54771218549955,0.2700983340068175,A,44.34488763432114,-173.77949301906847,-59417.80398698896,Cassiopeia,NGC 2195,549.8452593657845
HD 42493,80.73695140580152,53.06571877498729,14.442155356110389,K,-266.2592079632558,256.19223410678046,-89574.12720474941,Lyra,IC 1932,2127.755416276585
HD 39451,256.38451968511293,34.862800640667956,10.900064881054849,K,137.77414184559154,-106.24485843459331,163704.050055902,Lyra,NGC 5004,704.1881827649753
HD 18392,85.40967149884803,-50.26146969802313,4.571266430792,M,320.06750205564936,108.21137676644662,181902.3069796387,Lyra,NGC 3000,360.68490237863153
HD 54313,117.14389133733638,-75.17141178914832,12.440919972882703,F,-458.42104015340624,-55.42649893057148,-207952.27056654717,Lyra,IC 2317,507.0210626017707
HD 12757,268.7369058424887,32.48987437344836,4.222817976223949,M,-1.8700564519575664,242.36993708978184,-80069.28757246427,Cassiopeia,Messier 6365,6.4139123779674785
HD 87110,233.86784365699728,27.812018570604337,13.09130759349192,G,189.3104121026903,-271.6687476313891,-75988.10338090098,Ursa Major,IC 9772,2203.754472987604
HD 82603,305.72042777790404,-40.81328514032232,1.6887058561790553,O,-247.68807293031293,-441.542012763123,-209153.733638349,Lyra,NGC 9418,2245.636471361782
HD 40161,236.74064122812362,81.15544120507386,10.555289661911937,G,-192.2290947068509,-200.07060252693378,179072.10303071432,Lyra,IC 6932,1578.9433785620015
HD 87128,204.59109720076978,-62.80957947943796,8.110477149673654,O,113.63790298938386,-25.69133513156976,124336.99700125394,Cassiopeia,NGC 7974,494.9982976712928
HD 38864,33.72291641811329,-12.179735812331657,1.448017052931612,B,397.9352934437369,-331.9799478073214,-185770.92822177918,Cygnus,Messier 8805,256.46004389598437
HD 10942,132.37768910139607,79.85086563016779,3.6284074238825847,K,309.9244203028993,-145.20271034361133,-79966.85484372056,Cassiopeia,Messier 2839,58.95048240916396
HD 19305,95.47285236542116,-14.449082953297989,0.18606054415972184,K,83.13021909958354,-100.01698170643147,-236516.98508609147,Orion,Messier 2734,508.44259234085587
HD 92719,87.83627161647009,24.934670579535393,7.031519481967587,A,230.22171775724917,-442.6081563117265,76923.95825582638,Lyra,IC 4733,2731.412113926
HD 17716,350.28379971088043,-18.433008366697024,4.518978911400006,B,-135.1775297922013,83.30724818420458,-227176.8452708282,Orion,NGC 3066,740.788726920589
HD 40007,141.51518088003374,-40.64126357723939,8.975362264466382,K,140.96552809875777,384.3434279712875,291560.5011749506,Lyra,IC 7390,1086.4000664850378
HD 18834,321.1367598637608,87.11597663276908,4.458567115629258,O,-33.818408872443,-348.2570870469476,168409.24481271737,Cygnus,Messier 879,323.26540040006944
HD 14117,227.20990535901464,-16.31987886329226,4.49878667260477,F,-310.0638635424391,97.80801340151402,-65856.87024960297,Ursa Major,IC 158,682.0020745216874
HD 53309,286.13206927499346,70.9378566622442,11.14789798097405,O,201.73827387725714,164.7392049108463,47138.35936761263,Cygnus,IC 2237,1592.0990210915243
HD 19287,180.94935351786916,-48.608170939604484,0.7221425396753017,M,56.464637348822066,-80.66531958071164,246805.0897298453,Cassiopeia,NGC 6291,1863.5006188061632
HD 77391,207.68539846548927,-51.641153275485,13.543424927879808,K,-141.37841804640863,201.09758736427,32459.568237495667,Cassiopeia,Messier 8282,752.4858623934389
HD 41195,177.306369774791,-84.39586508078796,12.783958115867723,K,411.33919007863074,-89.26845650898798,-195300.9081612269,Orion,Messier 8110,177.29671080462938
HD 46500,70.28747560729602,27.30002856765931,10.017070248396097,M,-479.06588217326674,4.63728797743488,-72777.98665130441,Orion,IC 8057,1199.1003257351879
HD 97684,260.0827614941419,-23.665258129723,8.898323551610764,O,-184.22684875050402,-492.64695544557304,205886.91901784722,Cassiopeia,IC 7273,718.306425726467
HD 73624,101.0780504787081,65.58448497113466,13.384537472094783,F,-443.11860222235345,191.72011413468886,86527.80959377071,Cassiopeia,IC 2741,673.3954544373826
HD 38080,8.753747915323382,-4.822216795519708,2.7799526929307166,B,266.5273162216272,161.3426789447244,90434.63060028019,Cassiopeia,NGC 9264,2942.968445876157
HD 80678,232.3700265265804,84.2748170246499,1.1845374328624292,K,202.10745411379264,-461.5991226736554,220092.8914130935,Lyra,NGC 3614,1889.7057110006608
HD 27342,63.75984458653762,-56.605407173438195,3.5926525486430716,A,-168.647781263683,-131.7498926048669,236383.83447750285,Cygnus,IC 536,1707.5349076140826
HD 84847,338.56509036704915,66.35217023200994,11.918674180502855,O,175.662902207073,479.0318407916674,251875.5430676618,Lyra,IC 3684,1274.9528630868958
HD 85525,343.41428772093144,49.78743350251352,0.5200540008972498,O,-104.06277380405015,-79.26343743138318,-243090.48404810633,Ursa Major,Messier 4730,1315.3259145832094
HD 71953,329.35118047936146,48.76593203592935,8.742102526252344,A,256.25379142243435,1.94540513184171,26475.601177860517,Lyra,NGC 7493,1658.5649607479154
HD 41850,133.25713209196,62.06098106103977,14.93156274286965,M,-45.81633726329392,409.93015815971853,144305.71273099113,Cassiopeia,Messier 8116,2135.3590430818494
HD 71993,5.564381950392274,46.98431836973981,12.835441407563092,O,-87.72027216833442,217.26187586575645,154156.10707620828,Lyra,Messier 8370,2152.8835329480717
HD 63354,334.1946825315811,22.71965789365477,7.821685335653842,A,434.729915488301,82.07013112422362,64029.72118200234,Orion,NGC 9384,526.6704838012455
HD 34957,154.14629339423317,-66.37592201717024,0.9546136392996352,A,-249.12090010929978,297.8046813410725,-199927.59888979548,Cassiopeia,NGC 4390,1533.507710425132
HD 22363,347.995734855721,-84.14528769157465,12.470602715785647,A,-379.55266000343454,364.36626645597323,178452.33236499858,Cygnus,Messier 6011,1263.2510186064294
HD 22704,346.903191752131,75.75261260682365,8.984677622658158,F,84.54311325945821,-43.11192826273316,132066.8001089674,Lyra,Messier 682,2669.0905995068533
HD 96374,307.0834039682496,20.997056613732852,1.7239949558935024,B,469.3218122841789,-24.89163506816459,-248318.53707057823,Cassiopeia,Messier 7232,1936.0544626689516
HD 66498,106.00160114505084,53.37671237571175,1.407859272350343,B,-122.16078627281337,-113.9490643481642,-21714.105195374228,Orion,Messier 3581,1632.8101154335354
HD 56438,138.6351822966931,-3.3259767277409935,13.644402291548886,G,-437.9632363712185,466.7061400184606,-195613.56028691784,Orion,IC 1678,354.07321255687305
HD 65519,306.4092017460685,-68.88452598676899,10.038003944071177,F,-160.69473269043255,197.16625429035037,-97513.77257221687,Lyra,Messier 4056,1857.0172725152356
HD 63883,114.09192185625996,-67.46655740354092,12.439301989751334,G,5.931654319558447,-416.7769337919277,-289151.3446765887,Cassiopeia,IC 529,359.6198913699745
HD 71213,61.017388806993296,33.40175170121485,13.18468350423401,K,-338.07699336778626,362.9596233130185,-59802.078953545046,Cygnus,IC 4306,1034.0844715663532
HD 17100,200.44845448500607,-12.544938918096719,8.576585280724833,M,158.102218056492,-19.440059163731917,29926.152693726297,Ursa Major,IC 1426,438.21876837418426
HD 98259,337.01571869788114,-53.90554919393939,7.761695276325619,B,497.7493890102006,-431.2460935775125,71749.5556962521,Orion,IC 1924,2122.0043159091556
HD 95649,250.5707268029903,-1.5129815865413576,6.456411154814853,B,-48.26052401855617,49.71725516331105,98094.20707722602,Ursa Major,NGC 3439,632.6159525649352
HD 94696,205.2220212321714,-78.44239132647587,4.754198816866789,B,-145.27144326978737,-82.83572102429792,201774.78786147595,Cygnus,Messier 9633,1201.6341482318498
HD 22899,34.983537757476675,14.754852344591782,6.518939412880677,O,-99.29583316553334,377.74940486262483,-170722.255634562,Lyra,Messier 5745,2746.1865185402594
HD 17944,221.4026016117011,-41.58118720168242,11.608194835952347,G,-384.8538216047989,-296.00539639061265,-227710.90653691924,Orion,Messier 9999,626.6815626897264
HD 62772,356.41938603753476,53.56063811469386,9.028851465226973,M,383.27360142622376,326.46460949218294,210922.30313875538,Ursa Major,Messier 7016,1557.0901147070215
HD 54473,50.43024548514865,-34.13484739375672,13.38784934932269,F,-85.17434447864804,57.68869118545274,-206032.31106441008,Orion,NGC 2282,1285.6722979184974
HD 24322,186.59867485094523,-8.060373165275792,6.650700215687816,G,-112.72558857515867,-445.389696786531,284856.04880171723,Ursa Major,NGC 3391,55.86967169583009
HD 42591,315.85430589406394,-87.90830281654189,9.106343680781311,K,159.6902729304743,471.8453013254847,205522.9376391822,Cassiopeia,NGC 9341,2430.6737811398707
HD 35112,266.6767023915136,-76.9595601969794,9.46961329637983,B,-57.966579068876456,12.61524410319987,525.9635337594664,Cassiopeia,IC 8721,211.9813884275263
HD 34931,250.92566675829647,-19.351159846796733,8.875457434594884,F,148.23346880784607,-209.1231457684175,288852.8549532151,Lyra,IC 9779,1454.235382684531
HD 80292,252.89427023535933,-3.6110097509177734,10.539506596282745,G,-438.5537098692125,-30.593158010741945,-241573.96253519747,Cygnus,Messier 2759,1719.18415454401
HD 68800,129.41681443911187,18.003698661474672,3.561502025622094,B,313.72334372222747,357.857783517489,-118160.54329493901,Orion,IC 4795,1926.8804313547066
HD 28373,105.69306393521761,-37.50073583232542,7.6854566631868595,B,440.5039528794026,-195.0968756149365,82934.64902436687,Cygnus,IC 9384,2111.4520847230924
HD 65296,291.3700159722649,35.09673950277765,1.563372042125215,F,148.7653861593859,-307.32360351329964,-89995.87891609274,Ursa Major,IC 8429,776.7665052440024
HD 34050,291.6408220845051,64.82203149405683,5.767669914672188,K,454.5659288588107,-370.92875306911856,257023.53118847508,Lyra,Messier 1561,30.898645987759014
HD 46509,312.14603468883735,50.373178000802966,7.315006029318966,A,-348.5676856300367,-202.14060160978875,-260624.34709330945,Cassiopeia,NGC 6744,2218.1757134275517
HD 70637,328.76659892032967,-82.86861143729571,9.783363893182088,F,-22.583810519646306,280.04808704004347,29647.09923657874,Cassiopeia,NGC 4544,1642.4748699629743
HD 42742,184.08326358993762,-3.508749493590784,14.257965788793053,A,101.80673394544726,-28.373634804738288,54519.760437068704,Lyra,Messier 2079,2563.6017471299874
HD 19880,180.54586608739186,-71.11256788472852,9.009765998225339,K,81.73664742118672,-272.51839630646003,91636.87426633446,Orion,Messier 2175,2518.445848196581
HD 68082,287.38626442803906,-46.43189714474506,11.153908742648397,O,-98.53822091095674,-333.8150003902508,-146600.26600091133,Cygnus,NGC 2397,2585.7008154720575
HD 82132,233.98701507999544,87.59926678808637,7.5939908924280415,M,-161.9155906337386,-167.27052348962093,-81260.14348808132,Ursa Major,Messier 5278,1487.4665819839042
HD 22833,252.70807581277322,-64.35080227772762,9.51156047064497,F,-373.1759774495812,439.92437288570886,206208.31779898657,Cygnus,NGC 6435,1023.1148070165259
HD 16630,286.4853609969964,-0.20013237875591017,1.0639832420066013,A,-108.25754943772182,-156.97328740997563,-183034.3386179041,Cassiopeia,IC 2330,2426.995200980852
HD 95477,320.40192305432385,21.268032177261432,3.8158737126277047,K,-337.33918489451486,488.1240759546354,196120.7083040172,Lyra,Messier 4403,1383.8438772181166
HD 80855,121.6782564665529,36.44369469793871,5.4277963980770805,G,234.36567649221843,-14.769544234643831,37593.25374164543,Cassiopeia,Messier 6787,562.6873403641024
HD 11934,135.20986295037986,10.736763027644542,7.087400325097704,B,-291.16906450541,-320.8360817098491,157312.50671644928,Cassiopeia,IC 7406,2621.409761462362
HD 22224,33.83349834271284,-88.24124746454694,0.684731182535756,O,-441.43469471546615,391.14009179350944,128164.41975808295,Ursa Major,NGC 1526,2705.980024235857
HD 40982,208.18085075862263,-31.236964516081457,2.100361463299765,F,52.36613781723429,-39.64462686517311,-175493.10276907258,Orion,IC 8448,1429.8774977757764
HD 31798,12.93921856682715,3.188095809248054,4.152214616869586,A,95.22973271940157,209.67134350452443,41287.641860323725,Orion,Messier 4559,232.38007989139092
HD 63269,167.61528652768567,-74.18403015393,14.57299036351576,G,371.91306128050553,483.71158320915174,220633.89168305544,Ursa Major,Messier 6047,1189.2692677980463
HD 73653,195.35206849472758,-26.887152382347466,4.9702051065457615,A,76.98161241768184,-449.824649680026,-40730.2579188424,Lyra,IC 7997,2463.720752329122
HD 73092,103.15485076618239,-84.02344041755401,7.230615871681238,K,-154.5191462765543,-403.30544021243287,279954.46213399,Cygnus,IC 9535,2764.8850585099585
HD 38016,212.69997380484386,-75.85587051209626,2.9414656910758943,F,303.0118815263205,220.4567414627562,-28670.939938969153,Lyra,NGC 1527,624.0952035938204
HD 62565,10.980089978057794,-18.553810283712707,9.161701066136525,K,40.27889318742109,-218.17499670452798,-214328.6179992692,Cygnus,Messier 7512,205.6283332640485
HD 17685,13.44534794971719,-66.11116427224914,4.210248232739614,A,-420.71971536880824,-315.69860304990095,-66339.19195339605,Orion,Messier 5870,2690.0094374701844
HD 31579,296.13620183747696,12.157352687080461,3.104888676576402,F,65.85056031324666,-460.6381201802705,271021.4438343223,Cassiopeia,NGC 8757,1194.1095625558855
HD 59672,129.66863090805464,34.10369444470783,7.748589426689686,M,408.01854542166234,-478.1532880137982,-108167.49039608747,Cassiopeia,IC 3569,1661.1890879552623
HD 10282,45.741784554678524,54.105605839634904,0.08258698740631232,A,-103.68737450177946,274.4856031197909,220858.8959202377,Lyra,IC 3471,2968.1165009061733
HD 61173,188.00757361972958,-53.97295603593418,0.11496048973837991,B,-203.67419810019993,-365.56657263044997,228750.40900913393,Ursa Major,IC 4400,204.37481279336097
HD 44760,277.1976791154999,-59.85313519336744,3.286032136527867,F,-356.5305429819799,-32.27938402884911,-89888.08540082336,Cygnus,IC 4647,1987.8621753128884
HD 69638,77.69556989886354,-71.17778873980795,0.5508204375123171,M,-348.5544780646427,105.89681517948304,-250045.40516962073,Cassiopeia,IC 8968,227.49240250864491
HD 47388,224.2405712948401,24.55744491785461,1.6203863119603708,F,-67.2285156581811,-71.64819943115373,134734.74549529096,Lyra,Messier 2140,1151.385783409331
HD 65444,30.72508739775648,37.16563076764221,5.0829097400812735,O,95.6798241615295,-472.8933476637669,-113092.62059160837,Ursa Major,Messier 7952,2464.5696039285726
HD 82845,18.605419620698772,-84.31449393138443,12.038785193697192,B,-419.3845948303982,283.5015025879088,169754.16855454346,Orion,IC 794,1329.2071448397664
HD 96752,191.2876673645333,78.51820432386415,8.580729650539512,F,439.5685890251657,-489.48677545834653,-34407.09104374016,Ursa Major,NGC 1632,3057.3794002488385
HD 73788,194.62864377963834,-80.64516894273497,7.690015889346246,G,255.1336174451959,261.889894377484,-8839.95459442708,Orion,Messier 7530,1714.2207379846072
HD 30289,229.47476453935437,7.43334035419268,4.402332348121824,A,86.62391828366265,393.3044937881227,166745.64404912211,Lyra,NGC 2036,984.8969095178071
HD 34890,261.3928801401582,37.63089350116495,13.976305791492246,G,328.43867093899087,-67.16007894282774,-70582.00136302327,Ursa Major,NGC 7231,675.1042898863202
HD 48890,351.3067486065125,66.77444227429541,5.955225618557875,A,-419.8132431878867,35.54247309779828,-34123.592806251254,Lyra,IC 12,1074.9012197621175
HD 38534,185.86812538843031,38.53564778383699,1.3063915019365724,K,-23.161122266875623,-23.01660738234625,-74285.71873822671,Orion,IC 3315,1142.3859148143063
HD 17665,116.26433025884855,54.31105495256253,9.255997741767018,A,130.09312686166345,-110.79138137656122,-79595.69083363202,Cassiopeia,Messier 2162,210.96287162029392
HD 85914,286.26703011673334,-28.898965342294908,1.707575902149021,O,328.65290611828925,387.4245353703602,15567.946140875632,Cassiopeia,Messier 4946,1133.3142484174155
HD 81066,97.49961045434672,56.6685204743722,5.178347142025381,M,283.46956004926767,393.9335106699905,185279.6667006904,Orion,NGC 4490,1423.5276857922313
HD 17989,158.02971145402898,-75.57932765075847,7.611179080767133,K,-222.93075028660036,-164.1836353584655,-82939.01284646048,Cygnus,NGC 5906,2216.011597099489
HD 51104,28.244297283215744,71.06699809089497,13.113337870277636,F,440.8801695592043,115.06975401469799,14552.832322642033,Cygnus,IC 1351,2013.6493327522285
HD 17492,9.126267629564705,8.566627707672524,7.40319870510178,A,-375.65415856912966,426.90756214586406,102436.39526556048,Cassiopeia,IC 2712,2173.1771871853693
HD 16572,346.55342928405304,57.11359859324887,10.533881490474965,O,375.1336186211521,462.05849894135156,-138336.33221780698,Cassiopeia,NGC 6494,25.947232332593646
HD 86569,300.9528433843941,-8.582708786705979,14.892252584986055,G,470.94024960461854,8.959040422047565,-133486.31705856445,Ursa Major,Messier 5006,667.6119183475944
HD 72493,250.55071419373127,25.843985135374496,1.9723367984697244,M,-322.84647677737445,-47.17519471567323,260047.87621407292,Ursa Major,Messier 3837,2028.8393283306655
HD 75909,147.22305998913717,4.752478968500384,4.120972882792793,K,222.06606420378523,-221.30568407147422,134120.7439986532,Cassiopeia,IC 1495,1484.0780768801715
HD 79615,62.38595522550448,41.68611391595974,5.918641133964696,M,-459.71448122200155,458.87187319041004,46312.00573398534,Cygnus,Messier 1560,16.59618195213061
HD 30635,56.31733536159098,-75.30660323449388,6.3274226780824705,K,-94.57717486084505,-357.1856955271327,88632.0326523672,Ursa Major,NGC 3497,2466.654585436353
HD 17455,90.08744333925432,-79.13662488169851,6.165316128983187,O,16.28329919767407,79.82957604772503,-282420.334137949,Orion,IC 1277,2369.51732401982
HD 76562,197.72159929420337,-45.52141787817364,13.614165038348323,G,80.64522590963406,-217.44973248136114,70861.77933701809,Ursa Major,NGC 9727,1681.6012002761358
HD 20500,257.25453217202244,-61.281957579626095,10.710489667002847,K,435.9372482485595,-220.99170965220338,5705.323934521119,Ursa Major,NGC 8511,204.0639431550991
HD 34356,237.67105561838326,66.9210419865963,9.118578211360557,F,172.25068729419468,-95.03141262381155,27449.80786766141,Ursa Major,Messier 7292,2350.2201340083625
HD 18981,100.77620290053942,-50.54148227555202,4.640590767941731,M,-18.722048780762975,498.7929358156546,-84345.70390150975,Lyra,NGC 133,1789.8037024386822
HD 87992,343.7515010387499,85.65574604744364,12.35685576331942,A,309.6750362658893,-445.0336931601779,-251115.66137223487,Orion,Messier 5630,2397.5698167755413
HD 18907,265.64289001047666,-29.35875748120077,14.325907672274834,M,450.532820954409,78.54181820353142,-183996.45983276868,Cassiopeia,NGC 6920,2304.945540467141
HD 98501,199.56745890410426,-57.21877517603413,12.317974238253399,M,-477.9338513177091,-417.4278419647228,270446.82792760304,Cygnus,Messier 2166,2462.0787958849182
HD 40828,220.2194686443668,52.145731285646235,0.023476577872093563,B,482.52127225603874,-345.47917000948104,-54780.26263743962,Cygnus,IC 1161,1588.3695703834496
HD 62923,151.05602247400438,28.567399590157706,9.546020552751106,G,-413.86786093631963,-60.43705822710132,-19990.106501481496,Cassiopeia,NGC 6277,430.5010048617706
HD 25713,89.18315622041669,-0.32477103843498867,0.7670307216315109,M,314.3867792687613,10.460131346441301,-268374.12608793663,Lyra,NGC 1679,2057.881374656148
HD 84668,128.15016431445417,9.965439168773628,3.8641083050058276,A,-219.66524744858754,-241.20759163547598,-277460.2622736116,Cygnus,NGC 5134,1902.4998395659297
HD 42271,272.82459976717286,39.45632008900748,0.8928705052165753,B,-367.82034224612823,-183.54286912558382,130308.8682280546,Ursa Major,IC 4903,2275.8402785181547
HD 85880,5.181655906712113,-48.87814656036623,9.056931794240816,K,-60.144360286165124,-413.03297974406695,22856.798472666764,Cygnus,NGC 6271,521.1126514616633
HD 87924,41.786150582489846,89.34010489021355,10.298848702389101,B,143.95657944761354,-196.78021615574949,5223.590529759997,Orion,NGC 2341,598.0441947420842
HD 15209,16.56095112783099,85.46276918642096,1.7173145709885769,G,-119.04815497652498,466.5584393805441,-154125.2817463988,Orion,NGC 8692,2730.0447524117494
HD 91183,14.662368834829248,27.058623542448643,5.7575832456746925,A,-445.43459171730103,444.7073816724817,146850.43897795334,Cassiopeia,Messier 139,2299.5217033328395
HD 20745,307.9658102439626,-54.082358832753876,6.84354763433313,K,99.46113965871666,-165.12170986301498,-199058.05253490485,Lyra,Messier 2689,2784.6725672728785
HD 64948,253.31682937680853,32.44108363763243,5.535795326413749,M,402.4032761106747,70.85393627876158,-186039.15380338798,Lyra,IC 5754,2326.30842183435
HD 96163,170.70257847143708,-77.00428638374835,1.8153750072778956,K,-116.78463405274829,409.5953911109443,-23572.697191034735,Cygnus,Messier 3491,1831.0121244426068
HD 86503,35.22029783436053,-84.4825496029549,6.284216852812131,M,-283.667222369173,-493.81617735910334,-128232.08273283546,Lyra,Messier 2481,2005.6884550772359
HD 84085,176.98171504205965,-43.61708006798154,11.267670717126272,K,-57.422654067184624,310.68357033759185,-151522.21126011218,Lyra,IC 7249,2726.115757942874
HD 78522,170.44983748100364,-6.7278677869230705,1.065114967998832,K,-451.63728895121915,448.369552788919,87142.586731999,Cygnus,NGC 1421,1774.7607704181107
HD 51467,62.35267316760547,66.2890509735085,1.2027002112285516,M,320.4875844802748,-408.6742656664429,90583.04713112669,Orion,NGC 2294,1939.035569469685
HD 44179,156.1865937256703,40.89043255793544,5.321569377539763,B,326.3408109501868,-338.55231396707893,194710.24187995755,Ursa Major,NGC 9660,480.01897353413773
HD 36772,143.46170438305444,43.68717381599657,14.125885674283875,K,88.00046342962844,460.74630277135543,-49374.85981621448,Cassiopeia,Messier 6292,1453.2120457513922
HD 97782,221.70603529879793,-13.411199799346434,10.02858970084371,O,-146.89711106161053,37.54014364034629,-256148.94538430986,Orion,IC 7036,2196.573027161552
HD 51180,228.63371431235177,-27.731701341546675,10.180049350088472,K,299.7833644457834,-485.8033655282763,-135800.16904712538,Lyra,IC 2291,830.9385816803425
HD 41285,16.309443517936025,-23.213022662771507,5.428799862567974,K,54.687024788367125,-242.36800123647083,288003.2779180901,Lyra,NGC 4538,620.359444886749
HD 44814,134.86054126552963,87.77692147249041,8.904911868128076,O,325.93230855001616,-50.05632573114036,57755.14513962128,Cygnus,Messier 1381,962.4088642968185
